Date,PhaseName,Rank,Medal,Person/Team,Country, ,Age (days),Result
26-Jul-1980,Cycling - Track Sprint Men - Olympic Games 1980,1,G,"Lutz Heßlich (GER, 17 Jan 1959)",East Germany,,21-191,
24-Jul-1980,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1980,1,G,"Robert Dill-Bundi (SUI, 18 Nov 1958)",Switzerland,,21-249,4:35.660
22-Jul-1980,Cycling - Track 1km Time Trial Men - Olympic Games 1980,1,G,"Lothar Thoms (GER, 18 May 1956)",East Germany,,24-065,1:02.955
24-Jul-1976,Cycling - Track Sprint Men - Olympic Games 1976,1,G,"Anton Tkác (TCH, 30 Mar 1951)",Czechoslovakia,,25-116,
24-Jul-1976,Cycling - Track Team Pursuit Men - Olympic Games 1976,1,G,West Germany,West Germany,,25-227,4:21.06
24-Jul-1976,Cycling - Track Team Pursuit Men - Olympic Games 1976,1,G,"Gregor Braun (GER, 31 Dec 1955)",West Germany,,20-206,
24-Jul-1976,Cycling - Track Team Pursuit Men - Olympic Games 1976,1,G,"Hans Lutz (GER, 31 Mar 1949)",West Germany,,27-115,
24-Jul-1976,Cycling - Track Team Pursuit Men - Olympic Games 1976,1,G,"Günther Schumacher (GER, 27 Jun 1949)",West Germany,,27-027,
24-Jul-1976,Cycling - Track Team Pursuit Men - Olympic Games 1976,1,G,"Peter Vonhof (GER, 15 Jan 1949)",West Germany,,27-191,
22-Jul-1976,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1976,1,G,"Gregor Braun (GER, 31 Dec 1955)",West Germany,,20-204,4:47.61
20-Jul-1976,Cycling - Track 1km Time Trial Men - Olympic Games 1976,1,G,"Klaus-Jürgen Grünke (GER, 30 Mar 1951)",East Germany,,25-112,1:05.927
02-Sep-1972,Cycling - Track Sprint Men - Olympic Games 1972,1,G,"Daniël Morelon (FRA, 24 Jul 1944)",France,,28-040,
02-Sep-1972,Cycling - Track Tandem Men - Olympic Games 1972,1,G,Semenets / Tselovalnikov,Soviet Union,,25-241,
02-Sep-1972,Cycling - Track Tandem Men - Olympic Games 1972,1,G,"Vladimir Semenets (UKR, 09 Jan 1950)",Soviet Union,,22-237,
02-Sep-1972,Cycling - Track Tandem Men - Olympic Games 1972,1,G,"Igor Tselovalnikov (URS, 02 Jan 1944)",Soviet Union,,28-244,
02-Sep-1972,Cycling - Track Team Pursuit Men - Olympic Games 1972,1,G,West Germany,West Germany,,23-332,4:22.14
02-Sep-1972,Cycling - Track Team Pursuit Men - Olympic Games 1972,1,G,"Jürgen Colombo (GER, 02 Sep 1949)",West Germany,,23-000,4:22.14
02-Sep-1972,Cycling - Track Team Pursuit Men - Olympic Games 1972,1,G,"Udo Hempel (GER, 03 Nov 1946)",West Germany,,25-304,4:22.14
02-Sep-1972,Cycling - Track Team Pursuit Men - Olympic Games 1972,1,G,"Günther Schumacher (GER, 27 Jun 1949)",West Germany,,23-067,4:22.14
02-Sep-1972,Cycling - Track Team Pursuit Men - Olympic Games 1972,1,G,"Günther Haritz (GER, 16 Oct 1948)",West Germany,,23-322,4:22.14
02-Sep-1972,Cycling - Track Team Pursuit Men - Olympic Games 1972,1,G,"Peter Vonhof (GER, 15 Jan 1949)",West Germany,,23-231,
01-Sep-1972,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1972,1,G,"Knut Knudsen (NOR, 12 Oct 1950)",Norway,,21-325,4:45.74
31-Aug-1972,Cycling - Track 1km Time Trial Men - Olympic Games 1972,1,G,"Niels-Christian Fredborg (DEN, 28 Oct 1946)",Denmark,,25-308,1:06.44
27-Oct-1968,Cycling - Track Tandem Men - Olympic Games 1968,1,G,Morelon / Trentin,France,,24-130,
27-Oct-1968,Cycling - Track Tandem Men - Olympic Games 1968,1,G,"Daniël Morelon (FRA, 24 Jul 1944)",France,,24-095,
27-Oct-1968,Cycling - Track Tandem Men - Olympic Games 1968,1,G,"Pierre Trentin (FRA, 15 May 1944)",France,,24-165,
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,1,G,Denmark,Denmark,,24-284,4:22.44
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,1,G,"Mogens Frey (DEN, 02 Jul 1941)",Denmark,,27-117,4:22.44
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,1,G,"Reno-Bent Olsen (DEN, 19 Feb 1947)",Denmark,,21-251,4:22.44
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,1,G,"Per Lyngemark (DEN, 23 May 1941)",Denmark,,27-157,4:22.44
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,1,G,"Gunnar Asmussen (DEN, 10 May 1944)",Denmark,,24-170,4:22.44
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,1,G,"Peder Pedersen (DEN, 03 Nov 1945)",Denmark,,22-359,
19-Oct-1968,Cycling - Track Sprint Men - Olympic Games 1968,1,G,"Daniël Morelon (FRA, 24 Jul 1944)",France,,24-087,
18-Oct-1968,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1968,1,G,"Daniël Rebillard (FRA, 20 Dec 1948)",France,,19-303,4:41.71
17-Oct-1968,Cycling - Track 1km Time Trial Men - Olympic Games 1968,1,G,"Pierre Trentin (FRA, 15 May 1944)",France,,24-155,1:03.91
24-Oct-1964,Cycling - Track Tandem Men - Olympic Games 1964,1,G,Bianchetto / Damiano,Italy,,25-321,
24-Oct-1964,Cycling - Track Tandem Men - Olympic Games 1964,1,G,"Angelo Damiano (ITA, 30 Sep 1938)",Italy,,26-024,
24-Oct-1964,Cycling - Track Tandem Men - Olympic Games 1964,1,G,"Sergio Bianchetto (ITA, 16 Feb 1939)",Italy,,25-251,
19-Oct-1964,Cycling - Track Team Pursuit Men - Olympic Games 1964,1,G,Unified Team of Germany,Unified Team of Germany,,22-143,4:35.67
19-Oct-1964,Cycling - Track Team Pursuit Men - Olympic Games 1964,1,G,"Ernst Streng (GER, 24 Jan 1942)",Unified Team of Germany,,22-269,
19-Oct-1964,Cycling - Track Team Pursuit Men - Olympic Games 1964,1,G,"Karl Heinz Henrichs (GER, 01 Jul 1942)",Unified Team of Germany,,22-110,
19-Oct-1964,Cycling - Track Team Pursuit Men - Olympic Games 1964,1,G,"Lothar Claesges (GER, 03 Jul 1942)",Unified Team of Germany,,22-108,
19-Oct-1964,Cycling - Track Team Pursuit Men - Olympic Games 1964,1,G,"Karl Link (GER, 27 Jul 1942)",Unified Team of Germany,,22-084,
18-Oct-1964,Cycling - Track Sprint Men - Olympic Games 1964,1,G,"Giovanni Pettenella (ITA, 28 Mar 1943)",Italy,,21-204,
17-Oct-1964,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1964,1,G,"Jiri Daler (TCH, 08 Mar 1940)",Czechoslovakia,,24-223,5:04.75
16-Oct-1964,Cycling - Track 1km Time Trial Men - Olympic Games 1964,1,G,"Patrick Sercu (BEL, 27 Jun 1944)",Belgium,,20-111,1:09.59
11-Sep-1960,Cycling - Track Sprint Men - Olympic Games 1960,1,G,"Sante Gaiardoni (ITA, 29 Jun 1939)",Italy,,21-074,
11-Sep-1960,Cycling - Track Team Pursuit Men - Olympic Games 1960,1,G,Italy,Italy,,23-269,4:30.9
11-Sep-1960,Cycling - Track Team Pursuit Men - Olympic Games 1960,1,G,"Luigi Arienti (ITA, 06 Jan 1937)",Italy,,23-249,
11-Sep-1960,Cycling - Track Team Pursuit Men - Olympic Games 1960,1,G,"Marino Vigna (ITA, 06 Nov 1938)",Italy,,21-310,
11-Sep-1960,Cycling - Track Team Pursuit Men - Olympic Games 1960,1,G,"Franco Testa (ITA, 07 Feb 1938)",Italy,,22-217,
11-Sep-1960,Cycling - Track Team Pursuit Men - Olympic Games 1960,1,G,"Mario Vallotto (ITA, 18 Nov 1933)",Italy,,26-298,
27-Aug-1960,Cycling - Track Tandem Men - Olympic Games 1960,1,G,Beghetto / Bianchetto,Italy,,21-075,
27-Aug-1960,Cycling - Track Tandem Men - Olympic Games 1960,1,G,"Giuseppe Beghetto (ITA, 08 Oct 1939)",Italy,,20-324,
27-Aug-1960,Cycling - Track Tandem Men - Olympic Games 1960,1,G,"Sergio Bianchetto (ITA, 16 Feb 1939)",Italy,,21-193,
26-Aug-1960,Cycling - Track 1km Time Trial Men - Olympic Games 1960,1,G,"Sante Gaiardoni (ITA, 29 Jun 1939)",Italy,,21-058,1:07.27
06-Dec-1956,Cycling - Track 1km Time Trial Men - Olympic Games 1956,1,G,"Leandro Faggin (ITA, 18 Jul 1933)",Italy,,23-141,1:09.8
06-Dec-1956,Cycling - Track Sprint Men - Olympic Games 1956,1,G,"Michel Rousseau (FRA, 05 Feb 1936)",France,,20-305,
06-Dec-1956,Cycling - Track Tandem Men - Olympic Games 1956,1,G,Browne / Marchant,Australia,,25-167,10.8
06-Dec-1956,Cycling - Track Tandem Men - Olympic Games 1956,1,G,"Anthony Marchant (AUS, 1937)",Australia,,,10.8
06-Dec-1956,Cycling - Track Tandem Men - Olympic Games 1956,1,G,"Ian Browne (AUS, 22 Jun 1931)",Australia,,25-167,10.8
04-Dec-1956,Cycling - Track Team Pursuit Men - Olympic Games 1956,1,G,Italy,Italy,,21-211,4:37.4
04-Dec-1956,Cycling - Track Team Pursuit Men - Olympic Games 1956,1,G,"Franco Gandini (ITA, 28 Jul 1936)",Italy,,20-129,
04-Dec-1956,Cycling - Track Team Pursuit Men - Olympic Games 1956,1,G,"Valentino Gasparella (ITA, 30 Jun 1935)",Italy,,21-157,
04-Dec-1956,Cycling - Track Team Pursuit Men - Olympic Games 1956,1,G,"Leandro Faggin (ITA, 18 Jul 1933)",Italy,,23-139,
04-Dec-1956,Cycling - Track Team Pursuit Men - Olympic Games 1956,1,G,"Tonino Domenicali (ITA, 17 Feb 1936)",Italy,,20-291,
04-Dec-1956,Cycling - Track Team Pursuit Men - Olympic Games 1956,1,G,"Virgilio Pizzali (ITA, 28 Dec 1934)",Italy,,21-342,
31-Jul-1952,Cycling - Track 1km Time Trial Men - Olympic Games 1952,1,G,"Russell Mockridge (AUS, 18 Jul 1928)",Australia,,24-013,1:11.1
31-Jul-1952,Cycling - Track Sprint Men - Olympic Games 1952,1,G,"Enzo Sacchi (ITA, 06 Jan 1926)",Italy,,26-207,12
31-Jul-1952,Cycling - Track Tandem Men - Olympic Games 1952,1,G,Cox / Mockridge,Australia,,23-084,11.0
31-Jul-1952,Cycling - Track Tandem Men - Olympic Games 1952,1,G,"Russell Mockridge (AUS, 18 Jul 1928)",Australia,,24-013,11.0
31-Jul-1952,Cycling - Track Tandem Men - Olympic Games 1952,1,G,"Lionel Cox (AUS, 26 Feb 1930)",Australia,,22-156,11.0
29-Jul-1952,Cycling - Track Team Pursuit Men - Olympic Games 1952,1,G,Italy,Italy,,22-212,4:46.1
29-Jul-1952,Cycling - Track Team Pursuit Men - Olympic Games 1952,1,G,"Guido Messina (ITA, 05 Jan 1931)",Italy,,21-206,
29-Jul-1952,Cycling - Track Team Pursuit Men - Olympic Games 1952,1,G,"Mino de Rossi (ITA, 21 May 1931)",Italy,,21-069,
29-Jul-1952,Cycling - Track Team Pursuit Men - Olympic Games 1952,1,G,"Loris Campana (ITA, 03 Aug 1926)",Italy,,25-361,
29-Jul-1952,Cycling - Track Team Pursuit Men - Olympic Games 1952,1,G,"Marino Morettini (ITA, 02 Jan 1931)",Italy,,21-209,
11-Aug-1948,Cycling - Track 1km Time Trial Men - Olympic Games 1948,1,G,"Jacques Dupont (FRA, 19 Jun 1928)",France,,20-053,1:13.5
11-Aug-1948,Cycling - Track Tandem Men - Olympic Games 1948,1,G,Perona / Terruzzi,Italy,,22-227,
11-Aug-1948,Cycling - Track Tandem Men - Olympic Games 1948,1,G,"Ferdinando Terruzzi (ITA, 12 Feb 1924)",Italy,,24-181,
11-Aug-1948,Cycling - Track Tandem Men - Olympic Games 1948,1,G,"Renato Perona (ITA, 14 Nov 1927)",Italy,,20-271,
09-Aug-1948,Cycling - Track Sprint Men - Olympic Games 1948,1,G,"Mario Ghella (ITA, 23 Jun 1928)",Italy,,20-047,
09-Aug-1948,Cycling - Track Team Pursuit Men - Olympic Games 1948,1,G,France,France,,23-013,4:57.8
09-Aug-1948,Cycling - Track Team Pursuit Men - Olympic Games 1948,1,G,"Serge Blusson (FRA, 07 May 1928)",France,,20-094,
09-Aug-1948,Cycling - Track Team Pursuit Men - Olympic Games 1948,1,G,"Charles Coste (FRA, 08 Feb 1924)",France,,24-183,
09-Aug-1948,Cycling - Track Team Pursuit Men - Olympic Games 1948,1,G,"Pierre Adam (FRA, 24 Apr 1924)",France,,24-107,
09-Aug-1948,Cycling - Track Team Pursuit Men - Olympic Games 1948,1,G,"Fernand Decanali (FRA, 07 Jul 1925)",France,,23-033,
08-Aug-1936,Cycling - Track 1km Time Trial Men - Olympic Games 1936,1,G,"Arie van Vliet (NED, 18 Mar 1916)",Netherlands,,20-143,1:12.0
08-Aug-1936,Cycling - Track Tandem Men - Olympic Games 1936,1,G,Lorenz / Ihbe,Germany,,22-249,
08-Aug-1936,Cycling - Track Tandem Men - Olympic Games 1936,1,G,"Ernst Ihbe (GER, 20 Dec 1913)",Germany,,22-232,
08-Aug-1936,Cycling - Track Tandem Men - Olympic Games 1936,1,G,"Charly Lorenz (GER, 17 Nov 1913)",Germany,,22-265,
08-Aug-1936,Cycling - Track Team Pursuit Men - Olympic Games 1936,1,G,France,France,,20-185,4:45.0
08-Aug-1936,Cycling - Track Team Pursuit Men - Olympic Games 1936,1,G,"Robert Charpentier (FRA, 04 Apr 1916)",France,,20-126,4:45.0
08-Aug-1936,Cycling - Track Team Pursuit Men - Olympic Games 1936,1,G,"Jean Goujon (FRA, 21 Apr 1914)",France,,22-109,4:45.0
08-Aug-1936,Cycling - Track Team Pursuit Men - Olympic Games 1936,1,G,"Guy Lapébie (FRA, 28 Nov 1916)",France,,19-254,4:45.0
08-Aug-1936,Cycling - Track Team Pursuit Men - Olympic Games 1936,1,G,"Roger Le Nizerhy (FRA, 03 Dec 1916)",France,,19-249,4:45.0
07-Aug-1936,Cycling - Track Sprint Men - Olympic Games 1936,1,G,"Toni Merkens (GER, 21 Jun 1912)",Germany,,24-047,
03-Aug-1932,Cycling - Track Sprint Men - Olympic Games 1932,1,G,"Jacques van Egmond (NED, 17 Feb 1908)",Netherlands,,24-168,
03-Aug-1932,Cycling - Track Tandem Men - Olympic Games 1932,1,G,Perrin / Chaillot,France,,19-219,
03-Aug-1932,Cycling - Track Tandem Men - Olympic Games 1932,1,G,"Louis Chaillot (FRA, 02 Mar 1914)",France,,18-154,
03-Aug-1932,Cycling - Track Tandem Men - Olympic Games 1932,1,G,"Maurice Perrin (FRA, 26 Oct 1911)",France,,20-282,
03-Aug-1932,Cycling - Track Team Pursuit Men - Olympic Games 1932,1,G,Italy,Italy,,22-144,4:53.0
03-Aug-1932,Cycling - Track Team Pursuit Men - Olympic Games 1932,1,G,"Marco Cimatti (ITA, 13 Feb 1913)",Italy,,19-172,
03-Aug-1932,Cycling - Track Team Pursuit Men - Olympic Games 1932,1,G,"Alberto Ghilardi (ITA, 25 Aug 1909)",Italy,,22-344,
03-Aug-1932,Cycling - Track Team Pursuit Men - Olympic Games 1932,1,G,"Nino Borsari (ITA, 14 Dec 1911)",Italy,,20-233,
03-Aug-1932,Cycling - Track Team Pursuit Men - Olympic Games 1932,1,G,"Paolo Pedretti (ITA, 22 Jan 1906)",Italy,,26-194,
01-Aug-1932,Cycling - Track 1km Time Trial Men - Olympic Games 1932,1,G,"Edgar Laurence Gray (AUS, 17 Jul 1906)",Australia,,26-015,1:13.0
06-Aug-1928,Cycling - Track Sprint Men - Olympic Games 1928,1,G,"Roger Beaufrand (FRA, 25 Sep 1908)",France,,19-316,13.2
06-Aug-1928,Cycling - Track Tandem Men - Olympic Games 1928,1,G,van Dijk / Leene,Netherlands,,23-131,11.800
06-Aug-1928,Cycling - Track Tandem Men - Olympic Games 1928,1,G,"Daan van Dijk (NED, 10 May 1907)",Netherlands,,21-088,
06-Aug-1928,Cycling - Track Tandem Men - Olympic Games 1928,1,G,"Bernard Leene (NED, 15 Feb 1903)",Netherlands,,25-173,
06-Aug-1928,Cycling - Track Team Pursuit Men - Olympic Games 1928,1,G,Italy,Italy,,24-259,5:01.8
06-Aug-1928,Cycling - Track Team Pursuit Men - Olympic Games 1928,1,G,"Cesare Facciani (ITA, 05 Feb 1905)",Italy,,23-183,
06-Aug-1928,Cycling - Track Team Pursuit Men - Olympic Games 1928,1,G,"Giacomo Gaioni (ITA, 26 Apr 1905)",Italy,,23-102,
06-Aug-1928,Cycling - Track Team Pursuit Men - Olympic Games 1928,1,G,"Luigi Tasselli (ITA, 20 Oct 1901)",Italy,,26-291,
06-Aug-1928,Cycling - Track Team Pursuit Men - Olympic Games 1928,1,G,"Mario Lusiani (ITA, 04 May 1903)",Italy,,25-094,
04-Aug-1928,Cycling - Track 1km Time Trial Men - Olympic Games 1928,1,G,"Willy Falck Hansen (DEN, 04 Apr 1906)",Denmark,,22-122,1:14.2
27-Jul-1924,Cycling - Track 50km Race Men - Olympic Games 1924,1,G,"Ko Willems (NED, 27 Oct 1900)",Netherlands,,23-274,1:18:24.0
27-Jul-1924,Cycling - Track Sprint Men - Olympic Games 1924,1,G,"Lucien Michard (FRA, 17 Nov 1903)",France,,20-253,12.8
27-Jul-1924,Cycling - Track Tandem Men - Olympic Games 1924,1,G,Choury / Cugnot,France,,25-241,12.600
27-Jul-1924,Cycling - Track Tandem Men - Olympic Games 1924,1,G,"Lucien Choury (FRA, 26 Mar 1898)",France,,26-123,
27-Jul-1924,Cycling - Track Tandem Men - Olympic Games 1924,1,G,"Jean Cugnot (FRA, 03 Aug 1899)",France,,24-359,
27-Jul-1924,Cycling - Track Team Pursuit Men - Olympic Games 1924,1,G,Italy,Italy,,24-171,5:15
27-Jul-1924,Cycling - Track Team Pursuit Men - Olympic Games 1924,1,G,"Aleardo Menegazzi (ITA, 15 Nov 1900)",Italy,,23-255,5:15
27-Jul-1924,Cycling - Track Team Pursuit Men - Olympic Games 1924,1,G,"Alfredo Dinale (ITA, 11 Mar 1900)",Italy,,24-138,5:15
27-Jul-1924,Cycling - Track Team Pursuit Men - Olympic Games 1924,1,G,"Angelo de Martini (ITA, 24 Jan 1897)",Italy,,27-185,5:15
27-Jul-1924,Cycling - Track Team Pursuit Men - Olympic Games 1924,1,G,"Francesco Zucchetti (ITA, 14 Apr 1902)",Italy,,22-104,5:15
11-Aug-1920,Cycling - Track 50km Race Men - Olympic Games 1920,1,G,"Henry George (BEL, 18 Feb 1891)",Belgium,,29-175,1:16:43.2
11-Aug-1920,Cycling - Track Tandem Men - Olympic Games 1920,1,G,Lance / Ryan,Great Britain,,27-344,2:49.2
11-Aug-1920,Cycling - Track Tandem Men - Olympic Games 1920,1,G,"Thomas Lance (GBR, 14 Jun 1891)",Great Britain,,29-058,
11-Aug-1920,Cycling - Track Tandem Men - Olympic Games 1920,1,G,"Harry Ryan (GBR, 21 Nov 1893)",Great Britain,,26-264,
10-Aug-1920,Cycling - Track Sprint Men - Olympic Games 1920,1,G,"Maurice Peeters (NED, 05 May 1882)",Netherlands,,38-097,13
10-Aug-1920,Cycling - Track Team Pursuit Men - Olympic Games 1920,1,G,Italy,Italy,,22-005,5:14.2
10-Aug-1920,Cycling - Track Team Pursuit Men - Olympic Games 1920,1,G,"Franco Giorgetti (ITA, 13 Oct 1902)",Italy,,17-302,
10-Aug-1920,Cycling - Track Team Pursuit Men - Olympic Games 1920,1,G,"Primo Magnani (ITA, 31 Mar 1892)",Italy,,28-132,
10-Aug-1920,Cycling - Track Team Pursuit Men - Olympic Games 1920,1,G,"Ruggero Ferrario (ITA, 07 Oct 1897)",Italy,,22-308,
10-Aug-1920,Cycling - Track Team Pursuit Men - Olympic Games 1920,1,G,"Arnaldo Carli (ITA, 30 Jul 1901)",Italy,,19-011,
18-Jul-1908,Cycling - Track 5km Race Men - Olympic Games 1908,1,G,"Benjamin Jones (GBR, 30 Nov 1881)",Great Britain,,26-231,8:36.2
18-Jul-1908,Cycling - Track 100km Race Men - Olympic Games 1908,1,G,"Charles Bartlett (GBR, 06 Feb 1885)",Great Britain,,23-163,2:41:48.6
17-Jul-1908,Cycling - Track Team Pursuit Men - Olympic Games 1908,1,G,Great Britain,Great Britain,,25-214,2:18.6
17-Jul-1908,Cycling - Track Team Pursuit Men - Olympic Games 1908,1,G,"Benjamin Jones (GBR, 30 Nov 1881)",Great Britain,,26-230,
17-Jul-1908,Cycling - Track Team Pursuit Men - Olympic Games 1908,1,G,"Clarence Kingsbury (GBR, 03 Nov 1882)",Great Britain,,25-257,
17-Jul-1908,Cycling - Track Team Pursuit Men - Olympic Games 1908,1,G,"Leon Meredith (GBR, 02 Feb 1882)",Great Britain,,26-166,
17-Jul-1908,Cycling - Track Team Pursuit Men - Olympic Games 1908,1,G,"Ernest Payne (GBR, 23 Dec 1884)",Great Britain,,23-207,
15-Jul-1908,Cycling - Track 1 lap race Men - Olympic Games 1908,1,G,"Victor Johnson (GBR, 10 May 1883)",Great Britain,,25-066,51.2
15-Jul-1908,Cycling - Track Tandem Men - Olympic Games 1908,1,G,Auffray / Schilles,France,,22-101,3:07.600
15-Jul-1908,Cycling - Track Tandem Men - Olympic Games 1908,1,G,"André Auffray (FRA, 13 May 1884)",France,,24-063,
15-Jul-1908,Cycling - Track Tandem Men - Olympic Games 1908,1,G,"Maurice Schilles (FRA, 25 Feb 1888)",France,,20-141,
14-Jul-1908,Cycling - Track 20km Race Men - Olympic Games 1908,1,G,"Clarence Kingsbury (GBR, 03 Nov 1882)",Great Britain,,25-254,34:13.6
05-Aug-1904,Cycling - Track 1 mile Race Men - Olympic Games 1904,1,G,"Marcus Hurley (USA, 22 Dec 1883)",United States,,20-227,2:41.6
05-Aug-1904,Cycling - Track 1/3 mile Race Men - Olympic Games 1904,1,G,"Marcus Hurley (USA, 22 Dec 1883)",United States,,20-227,43.8
05-Aug-1904,Cycling - Track 5 mile Race Men - Olympic Games 1904,1,G,"Charles Schlee (USA, 21 Jul 1873)",United States,,31-015,13:08.200
05-Aug-1904,Cycling - Track 25 mile Race Men - Olympic Games 1904,1,G,"Burton Downing (USA, 05 Feb 1885)",United States,,19-182,1:10:55.4
03-Aug-1904,Cycling - Track 1/4 mile Race Men - Olympic Games 1904,1,G,"Marcus Hurley (USA, 22 Dec 1883)",United States,,20-225,31.8
03-Aug-1904,Cycling - Track 2 mile Race Men - Olympic Games 1904,1,G,"Burton Downing (USA, 05 Feb 1885)",United States,,19-180,4:57.800
02-Aug-1904,Cycling - Track 1/2 mile Race Men - Olympic Games 1904,1,G,"Marcus Hurley (USA, 22 Dec 1883)",United States,,20-224,1:09.0
15-Sep-1900,Cycling - Track 25km Race Men - Olympic Games 1900,1,G,Louis Bastien (FRA),France,,,25:36.2
15-Sep-1900,Cycling - Track Points Race Men - Olympic Games 1900,1,G,"Enrico Brusoni (ITA, 10 Dec 1878)",Italy,,21-279,21
15-Sep-1900,Cycling - Track Sprint Men - Olympic Games 1900,1,G,"Georges Taillandier (FRA, 08 Feb 1879)",France,,21-219,2:52.0
13-Apr-1896,Cycling - Track 12 hour Race Men - Olympic Games 1896,1,G,"Adolf Schmal (AUT, 18 Sep 1872)",Austria,,23-208,295.300
11-Apr-1896,Cycling - Track 1 lap race Men - Olympic Games 1896,1,G,"Paul Nossam (FRA, 11 Oct 1876)",France,,19-183,24.0
11-Apr-1896,Cycling - Track 10km Race Men - Olympic Games 1896,1,G,"Paul Nossam (FRA, 11 Oct 1876)",France,,19-183,17:54.2
11-Apr-1896,Cycling - Track Sprint Men - Olympic Games 1896,1,G,"Paul Nossam (FRA, 11 Oct 1876)",France,,19-183,4:58.2
08-Apr-1896,Cycling - Track 100km Race Men - Olympic Games 1896,1,G,"Léon Flameng (FRA, 30 Apr 1877)",France,,18-344,3:08:19.20
