Date,PhaseName,Rank,Medal,Person/Team,Country, ,Age (days),Result
26-Jul-1980,Cycling - Track Sprint Men - Olympic Games 1980,2,S,"Yavé Cahard (FRA, 26 Dec 1957)",France,,22-213,
24-Jul-1980,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1980,2,S,"Alain Bondue (FRA, 08 Apr 1959)",France,,21-107,4:42.960
22-Jul-1980,Cycling - Track 1km Time Trial Men - Olympic Games 1980,2,S,"Aleksandr Panfilov (UZB, 11 Oct 1960)",Soviet Union,,19-285,1:04.845
24-Jul-1976,Cycling - Track Sprint Men - Olympic Games 1976,2,S,"Daniël Morelon (FRA, 24 Jul 1944)",France,,32-000,
24-Jul-1976,Cycling - Track Team Pursuit Men - Olympic Games 1976,2,S,Soviet Union,Soviet Union,,21-325,4:27.15
24-Jul-1976,Cycling - Track Team Pursuit Men - Olympic Games 1976,2,S,"Vladimir Osokin (RUS, 08 Jan 1954)",Soviet Union,,22-198,
24-Jul-1976,Cycling - Track Team Pursuit Men - Olympic Games 1976,2,S,"Aleksandr Perov (RUS, 02 Jun 1955)",Soviet Union,,21-052,
24-Jul-1976,Cycling - Track Team Pursuit Men - Olympic Games 1976,2,S,"Vitaly Petrakov (RUS, 10 Dec 1954)",Soviet Union,,21-227,
24-Jul-1976,Cycling - Track Team Pursuit Men - Olympic Games 1976,2,S,"Viktor Sokolov (RUS, 24 Apr 1954)",Soviet Union,,22-091,
22-Jul-1976,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1976,2,S,"Herman Ponsteen (NED, 27 Mar 1953)",Netherlands,,23-117,4:49.72
20-Jul-1976,Cycling - Track 1km Time Trial Men - Olympic Games 1976,2,S,"Michel Vaarten (BEL, 10 Jan 1957)",Belgium,,19-192,1:07.516
02-Sep-1972,Cycling - Track Sprint Men - Olympic Games 1972,2,S,"John Nicholson (AUS, 22 Jun 1949)",Australia,,23-072,
02-Sep-1972,Cycling - Track Tandem Men - Olympic Games 1972,2,S,Geschke / Otto,East Germany,,26-282,
02-Sep-1972,Cycling - Track Tandem Men - Olympic Games 1972,2,S,"Tutti Geschke (GER, 07 Jul 1943)",East Germany,,29-057,
02-Sep-1972,Cycling - Track Tandem Men - Olympic Games 1972,2,S,"Werner Otto (GER, 15 Apr 1948)",East Germany,,24-140,
02-Sep-1972,Cycling - Track Team Pursuit Men - Olympic Games 1972,2,S,East Germany,East Germany,,24-117,4:25.25
02-Sep-1972,Cycling - Track Team Pursuit Men - Olympic Games 1972,2,S,"Uwe Unterwalder (GER, 15 Jul 1950)",East Germany,,22-049,4:25.25
02-Sep-1972,Cycling - Track Team Pursuit Men - Olympic Games 1972,2,S,"Thomas Huschke (GER, 29 Dec 1947)",East Germany,,24-248,4:25.25
02-Sep-1972,Cycling - Track Team Pursuit Men - Olympic Games 1972,2,S,"Herbert Richter (GER, 26 Apr 1947)",East Germany,,25-129,4:25.25
02-Sep-1972,Cycling - Track Team Pursuit Men - Olympic Games 1972,2,S,"Heinz Richter (GER, 24 Jul 1947)",East Germany,,25-040,4:25.25
01-Sep-1972,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1972,2,S,"Xaver Kurmann (SUI, 29 Aug 1948)",Switzerland,,24-003,4:51.96
31-Aug-1972,Cycling - Track 1km Time Trial Men - Olympic Games 1972,2,S,"Danny Clark (AUS, 30 Aug 1951)",Australia,,21-001,1:06.87
27-Oct-1968,Cycling - Track Tandem Men - Olympic Games 1968,2,S,Loeveseijn / Jansen,Netherlands,,21-271,
27-Oct-1968,Cycling - Track Tandem Men - Olympic Games 1968,2,S,"Leijn Loeveseijn (NED, 02 Jan 1949)",Netherlands,,19-299,
27-Oct-1968,Cycling - Track Tandem Men - Olympic Games 1968,2,S,"Jan Jansen (NED, 26 Feb 1945)",Netherlands,,23-244,
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,2,S,West Germany,West Germany,,24-352,4:18.94
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,2,S,"Karl Heinz Henrichs (GER, 01 Jul 1942)",West Germany,,26-118,4:18.94
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,2,S,"Karl Link (GER, 27 Jul 1942)",West Germany,,26-092,4:18.94
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,2,S,"Udo Hempel (GER, 03 Nov 1946)",West Germany,,21-359,4:18.94
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,2,S,"Jürgen Kissner (GER, 18 Aug 1942)",West Germany,,26-070,4:18.94
27-Oct-1968,Cycling - Track Team Pursuit Men - Olympic Games 1968,2,S,"Rainer Podlesch (GER, 04 Oct 1944)",West Germany,,24-023,
19-Oct-1968,Cycling - Track Sprint Men - Olympic Games 1968,2,S,"Giordano Turrini (ITA, 28 Mar 1942)",Italy,,26-205,
18-Oct-1968,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1968,2,S,"Mogens Frey (DEN, 02 Jul 1941)",Denmark,,27-108,4:42.43
17-Oct-1968,Cycling - Track 1km Time Trial Men - Olympic Games 1968,2,S,"Niels-Christian Fredborg (DEN, 28 Oct 1946)",Denmark,,21-355,1:04.61
24-Oct-1964,Cycling - Track Tandem Men - Olympic Games 1964,2,S,Bodnieks / Logunov,Soviet Union,,21-309,
24-Oct-1964,Cycling - Track Tandem Men - Olympic Games 1964,2,S,"Imants Bodnieks (LAT, 20 May 1941)",Soviet Union,,23-157,
24-Oct-1964,Cycling - Track Tandem Men - Olympic Games 1964,2,S,"Viktor Logunov (RUS, 21 Jul 1944)",Soviet Union,,20-095,
19-Oct-1964,Cycling - Track Team Pursuit Men - Olympic Games 1964,2,S,Italy,Italy,,23-324,4:35.74
19-Oct-1964,Cycling - Track Team Pursuit Men - Olympic Games 1964,2,S,"Carlo Rancati (ITA, 28 Apr 1940)",Italy,,24-174,4:35.74
19-Oct-1964,Cycling - Track Team Pursuit Men - Olympic Games 1964,2,S,"Luigi Roncaglia (ITA, 10 Jun 1943)",Italy,,21-131,4:35.74
19-Oct-1964,Cycling - Track Team Pursuit Men - Olympic Games 1964,2,S,"Cencio Mantovani (ITA, 17 Oct 1941)",Italy,,23-002,4:35.74
19-Oct-1964,Cycling - Track Team Pursuit Men - Olympic Games 1964,2,S,"Franco Testa (ITA, 07 Feb 1938)",Italy,,26-255,4:35.74
18-Oct-1964,Cycling - Track Sprint Men - Olympic Games 1964,2,S,"Sergio Bianchetto (ITA, 16 Feb 1939)",Italy,,25-245,
17-Oct-1964,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1964,2,S,"Giorgio Ursi (ITA, 01 Sep 1942)",Italy,,22-046,5:05.96
16-Oct-1964,Cycling - Track 1km Time Trial Men - Olympic Games 1964,2,S,"Giovanni Pettenella (ITA, 28 Mar 1943)",Italy,,21-202,1:10.09
11-Sep-1960,Cycling - Track Sprint Men - Olympic Games 1960,2,S,"Leo Sterckx (BEL, 16 Jul 1936)",Belgium,,24-057,
11-Sep-1960,Cycling - Track Team Pursuit Men - Olympic Games 1960,2,S,Unified Team of Germany,Unified Team of Germany,,22-330,4:35.78
11-Sep-1960,Cycling - Track Team Pursuit Men - Olympic Games 1960,2,S,"Bernd Barleben (GER, 01 Jan 1940)",Unified Team of Germany,,20-254,
11-Sep-1960,Cycling - Track Team Pursuit Men - Olympic Games 1960,2,S,"Peter Gröning (GER, 29 Apr 1939)",Unified Team of Germany,,21-135,
11-Sep-1960,Cycling - Track Team Pursuit Men - Olympic Games 1960,2,S,"Manfred Klieme (GER, 03 Feb 1936)",Unified Team of Germany,,24-221,
11-Sep-1960,Cycling - Track Team Pursuit Men - Olympic Games 1960,2,S,"Siegfried Köhler (GER, 06 Oct 1935)",Unified Team of Germany,,24-341,
27-Aug-1960,Cycling - Track Tandem Men - Olympic Games 1960,2,S,Stäber / Simon,Unified Team of Germany,,23-190,
27-Aug-1960,Cycling - Track Tandem Men - Olympic Games 1960,2,S,"Jürgen Simon (GER, 10 Jan 1938)",Unified Team of Germany,,22-230,
27-Aug-1960,Cycling - Track Tandem Men - Olympic Games 1960,2,S,"Lothar Stäber (GER, 01 Apr 1936)",Unified Team of Germany,,24-148,
26-Aug-1960,Cycling - Track 1km Time Trial Men - Olympic Games 1960,2,S,"Dieter Gieseler (GER, 10 Jan 1941)",Unified Team of Germany,,19-229,1:08.75
06-Dec-1956,Cycling - Track 1km Time Trial Men - Olympic Games 1956,2,S,"Ladislav Foucek (TCH, 10 Dec 1930)",Czechoslovakia,,25-362,1:11.4
06-Dec-1956,Cycling - Track Sprint Men - Olympic Games 1956,2,S,"Guglielmo Pesenti (ITA, 18 Dec 1933)",Italy,,22-354,
06-Dec-1956,Cycling - Track Tandem Men - Olympic Games 1956,2,S,Foucek / Máchek,Czechoslovakia,,28-171,
06-Dec-1956,Cycling - Track Tandem Men - Olympic Games 1956,2,S,"Václav Máchek (TCH, 27 Dec 1925)",Czechoslovakia,,30-345,
06-Dec-1956,Cycling - Track Tandem Men - Olympic Games 1956,2,S,"Ladislav Foucek (TCH, 10 Dec 1930)",Czechoslovakia,,25-362,
04-Dec-1956,Cycling - Track Team Pursuit Men - Olympic Games 1956,2,S,France,France,,22-217,4:39.4
04-Dec-1956,Cycling - Track Team Pursuit Men - Olympic Games 1956,2,S,"Jean-Claude Lecante (FRA, 12 Nov 1934)",France,,22-022,
04-Dec-1956,Cycling - Track Team Pursuit Men - Olympic Games 1956,2,S,"Jean Graczyk (FRA, 26 May 1933)",France,,23-192,
04-Dec-1956,Cycling - Track Team Pursuit Men - Olympic Games 1956,2,S,"René Bianchi (FRA, 20 May 1934)",France,,22-198,
04-Dec-1956,Cycling - Track Team Pursuit Men - Olympic Games 1956,2,S,"Michel Vermeulin (FRA, 06 Sep 1934)",France,,22-089,
31-Jul-1952,Cycling - Track 1km Time Trial Men - Olympic Games 1952,2,S,"Marino Morettini (ITA, 02 Jan 1931)",Italy,,21-211,1:12.7
31-Jul-1952,Cycling - Track Sprint Men - Olympic Games 1952,2,S,"Lionel Cox (AUS, 26 Feb 1930)",Australia,,22-156,
31-Jul-1952,Cycling - Track Tandem Men - Olympic Games 1952,2,S,Shardelow / Robinson,South Africa,,21-298,
31-Jul-1952,Cycling - Track Tandem Men - Olympic Games 1952,2,S,"Raymond Robinson (RSA, 03 Sep 1929)",South Africa,,22-332,
31-Jul-1952,Cycling - Track Tandem Men - Olympic Games 1952,2,S,"Thomas Shardelow (RSA, 11 Nov 1931)",South Africa,,20-263,
29-Jul-1952,Cycling - Track Team Pursuit Men - Olympic Games 1952,2,S,South Africa,South Africa,,23-032,4:53.6
29-Jul-1952,Cycling - Track Team Pursuit Men - Olympic Games 1952,2,S,"George Estman (RSA, 08 Sep 1922)",South Africa,,29-325,
29-Jul-1952,Cycling - Track Team Pursuit Men - Olympic Games 1952,2,S,"Robert Fowler (RSA, 05 Dec 1931)",South Africa,,20-237,
29-Jul-1952,Cycling - Track Team Pursuit Men - Olympic Games 1952,2,S,"Thomas Shardelow (RSA, 11 Nov 1931)",South Africa,,20-261,
29-Jul-1952,Cycling - Track Team Pursuit Men - Olympic Games 1952,2,S,"Alfred Swift (RSA, 25 Jun 1931)",South Africa,,21-034,
11-Aug-1948,Cycling - Track 1km Time Trial Men - Olympic Games 1948,2,S,"Pierre Nihant (BEL, 05 Apr 1925)",Belgium,,23-128,1:14.5
11-Aug-1948,Cycling - Track Tandem Men - Olympic Games 1948,2,S,Bannister / Harris,Great Britain,,27-040,
11-Aug-1948,Cycling - Track Tandem Men - Olympic Games 1948,2,S,"Alan Bannister (GBR, 03 Nov 1922)",Great Britain,,25-282,
11-Aug-1948,Cycling - Track Tandem Men - Olympic Games 1948,2,S,"Reginald Harris (ENG, 01 Mar 1920)",Great Britain,,28-163,
09-Aug-1948,Cycling - Track Sprint Men - Olympic Games 1948,2,S,"Reginald Harris (ENG, 01 Mar 1920)",Great Britain,,28-161,
09-Aug-1948,Cycling - Track Team Pursuit Men - Olympic Games 1948,2,S,Italy,Italy,,24-260,5:36.7
09-Aug-1948,Cycling - Track Team Pursuit Men - Olympic Games 1948,2,S,"Guido Bernardi (ITA, 21 Sep 1921)",Italy,,26-323,
09-Aug-1948,Cycling - Track Team Pursuit Men - Olympic Games 1948,2,S,"Arnaldo Benfenati (ITA, 26 May 1924)",Italy,,24-075,
09-Aug-1948,Cycling - Track Team Pursuit Men - Olympic Games 1948,2,S,"Anselmo Citterio (ITA, 19 May 1927)",Italy,,21-082,
09-Aug-1948,Cycling - Track Team Pursuit Men - Olympic Games 1948,2,S,"Rino Pucci (ITA, 29 Jan 1922)",Italy,,26-193,
08-Aug-1936,Cycling - Track 1km Time Trial Men - Olympic Games 1936,2,S,"Pierre Georget (FRA, 09 Aug 1917)",France,,18-365,1:12.8
08-Aug-1936,Cycling - Track Tandem Men - Olympic Games 1936,2,S,Ooms / Leene,Netherlands,,26-342,
08-Aug-1936,Cycling - Track Tandem Men - Olympic Games 1936,2,S,"Bernard Leene (NED, 15 Feb 1903)",Netherlands,,33-175,
08-Aug-1936,Cycling - Track Tandem Men - Olympic Games 1936,2,S,"Henk Ooms (NED, 18 Mar 1916)",Netherlands,,20-143,
08-Aug-1936,Cycling - Track Team Pursuit Men - Olympic Games 1936,2,S,Italy,Italy,,21-359,4:51.0
08-Aug-1936,Cycling - Track Team Pursuit Men - Olympic Games 1936,2,S,"Mario Gentili (ITA, 31 Jan 1913)",Italy,,23-190,4:51.0
08-Aug-1936,Cycling - Track Team Pursuit Men - Olympic Games 1936,2,S,"Bianco Bianchi (ITA, 06 Apr 1917)",Italy,,19-124,4:51.0
08-Aug-1936,Cycling - Track Team Pursuit Men - Olympic Games 1936,2,S,"Armando Latini (ITA, 20 May 1913)",Italy,,23-080,4:51.0
08-Aug-1936,Cycling - Track Team Pursuit Men - Olympic Games 1936,2,S,"Severino Rigoni (ITA, 03 Oct 1914)",Italy,,21-310,4:51.0
07-Aug-1936,Cycling - Track Sprint Men - Olympic Games 1936,2,S,"Arie van Vliet (NED, 18 Mar 1916)",Netherlands,,20-142,
03-Aug-1932,Cycling - Track Sprint Men - Olympic Games 1932,2,S,"Louis Chaillot (FRA, 02 Mar 1914)",France,,18-154,
03-Aug-1932,Cycling - Track Tandem Men - Olympic Games 1932,2,S,Chambers / Chambers,Great Britain,,23-223,
03-Aug-1932,Cycling - Track Tandem Men - Olympic Games 1932,2,S,"Ernest Chambers (GBR, 07 Apr 1907)",Great Britain,,25-118,
03-Aug-1932,Cycling - Track Tandem Men - Olympic Games 1932,2,S,"Stanley Chambers (GBR, 13 Sep 1910)",Great Britain,,21-325,
03-Aug-1932,Cycling - Track Team Pursuit Men - Olympic Games 1932,2,S,France,France,,21-241,4:55.7
03-Aug-1932,Cycling - Track Team Pursuit Men - Olympic Games 1932,2,S,"Paul Chocque (FRA, 14 Jul 1910)",France,,22-020,
03-Aug-1932,Cycling - Track Team Pursuit Men - Olympic Games 1932,2,S,"Amédée Fournier (FRA, 07 Feb 1912)",France,,20-178,
03-Aug-1932,Cycling - Track Team Pursuit Men - Olympic Games 1932,2,S,"René Le Grevès (FRA, 06 Jul 1910)",France,,22-028,
03-Aug-1932,Cycling - Track Team Pursuit Men - Olympic Games 1932,2,S,"Henri Mouillefarine (FRA, 01 Aug 1910)",France,,22-002,
01-Aug-1932,Cycling - Track 1km Time Trial Men - Olympic Games 1932,2,S,"Jacques van Egmond (NED, 17 Feb 1908)",Netherlands,,24-166,1:13.3
06-Aug-1928,Cycling - Track Sprint Men - Olympic Games 1928,2,S,"Antoine Mazairac (NED, 24 May 1901)",Netherlands,,27-074,
06-Aug-1928,Cycling - Track Tandem Men - Olympic Games 1928,2,S,Chambers / Sibbit,Great Britain,,27-138,
06-Aug-1928,Cycling - Track Tandem Men - Olympic Games 1928,2,S,"Ernest Chambers (GBR, 07 Apr 1907)",Great Britain,,21-121,
06-Aug-1928,Cycling - Track Tandem Men - Olympic Games 1928,2,S,"John Sibbit (GBR, 04 Mar 1895)",Great Britain,,33-155,
06-Aug-1928,Cycling - Track Team Pursuit Men - Olympic Games 1928,2,S,Netherlands,Netherlands,,25-074,5:06.2
06-Aug-1928,Cycling - Track Team Pursuit Men - Olympic Games 1928,2,S,"Janus Braspennincx (NED, 05 Mar 1903)",Netherlands,,25-154,
06-Aug-1928,Cycling - Track Team Pursuit Men - Olympic Games 1928,2,S,"Piet van der Horst (NED, 25 Oct 1903)",Netherlands,,24-286,
06-Aug-1928,Cycling - Track Team Pursuit Men - Olympic Games 1928,2,S,"Jan Maas (NED, 17 Jun 1900)",Netherlands,,28-050,
06-Aug-1928,Cycling - Track Team Pursuit Men - Olympic Games 1928,2,S,"Jan Pijnenburg (NED, 15 Feb 1906)",Netherlands,,22-173,
04-Aug-1928,Cycling - Track 1km Time Trial Men - Olympic Games 1928,2,S,"Gerard Bosch van Drakestein (NED, 24 Jul 1887)",Netherlands,,41-011,1:15.1
27-Jul-1924,Cycling - Track 50km Race Men - Olympic Games 1924,2,S,"Cyril Alden (GBR, 30 Nov 1883)",Great Britain,,40-240,1:18:24.0
27-Jul-1924,Cycling - Track Sprint Men - Olympic Games 1924,2,S,"Jaap Meijer (NED, 20 Apr 1905)",Netherlands,,19-098,
27-Jul-1924,Cycling - Track Tandem Men - Olympic Games 1924,2,S,Hansen / Falck Hansen,Denmark,,21-035,12.600
27-Jul-1924,Cycling - Track Tandem Men - Olympic Games 1924,2,S,"Edmund Hansen (DEN, 09 Sep 1900)",Denmark,,23-322,
27-Jul-1924,Cycling - Track Tandem Men - Olympic Games 1924,2,S,"Willy Falck Hansen (DEN, 04 Apr 1906)",Denmark,,18-114,
27-Jul-1924,Cycling - Track Team Pursuit Men - Olympic Games 1924,2,S,Poland,Poland,,28-103,5:15
27-Jul-1924,Cycling - Track Team Pursuit Men - Olympic Games 1924,2,S,"Jozef Lange (POL, 16 Mar 1897)",Poland,,27-133,5:15
27-Jul-1924,Cycling - Track Team Pursuit Men - Olympic Games 1924,2,S,"Jan Lazarski (POL, 26 Oct 1892)",Poland,,31-275,5:15
27-Jul-1924,Cycling - Track Team Pursuit Men - Olympic Games 1924,2,S,"Tomasz Stankiewicz (POL, 28 Dec 1902)",Poland,,21-212,5:15
27-Jul-1924,Cycling - Track Team Pursuit Men - Olympic Games 1924,2,S,"Franciszek Szymczyk (POL, 21 Feb 1892)",Poland,,32-157,5:15
11-Aug-1920,Cycling - Track 50km Race Men - Olympic Games 1920,2,S,"Cyril Alden (GBR, 30 Nov 1883)",Great Britain,,36-255,1:16:43.2
11-Aug-1920,Cycling - Track Tandem Men - Olympic Games 1920,2,S,Smith / Walker,South Africa,,,2:49.4
11-Aug-1920,Cycling - Track Tandem Men - Olympic Games 1920,2,S,"William Smith (RSA, 1893)",South Africa,,,
11-Aug-1920,Cycling - Track Tandem Men - Olympic Games 1920,2,S,"James Walker (RSA, 1897)",South Africa,,,
10-Aug-1920,Cycling - Track Sprint Men - Olympic Games 1920,2,S,"Tiny Johnson (GBR, 30 Dec 1886)",Great Britain,,33-224,
10-Aug-1920,Cycling - Track Team Pursuit Men - Olympic Games 1920,2,S,Great Britain,Great Britain,,34-226,5:14.2
10-Aug-1920,Cycling - Track Team Pursuit Men - Olympic Games 1920,2,S,"Cyril Alden (GBR, 30 Nov 1883)",Great Britain,,36-254,
10-Aug-1920,Cycling - Track Team Pursuit Men - Olympic Games 1920,2,S,"Tiny Johnson (GBR, 30 Dec 1886)",Great Britain,,33-224,
10-Aug-1920,Cycling - Track Team Pursuit Men - Olympic Games 1920,2,S,"Jock Stewart (GBR, 30 Nov 1882)",Great Britain,,37-254,
10-Aug-1920,Cycling - Track Team Pursuit Men - Olympic Games 1920,2,S,"Albert White (GBR, 19 Feb 1890)",Great Britain,,30-173,
18-Jul-1908,Cycling - Track 5km Race Men - Olympic Games 1908,2,S,"Maurice Schilles (FRA, 25 Feb 1888)",France,,20-144,
18-Jul-1908,Cycling - Track 100km Race Men - Olympic Games 1908,2,S,Charles Denny (GBR),Great Britain,,,
17-Jul-1908,Cycling - Track Team Pursuit Men - Olympic Games 1908,2,S,Germany,Germany,,26-293,2:28.6
17-Jul-1908,Cycling - Track Team Pursuit Men - Olympic Games 1908,2,S,"Max Götze (GER, 13 Oct 1880)",Germany,,27-278,
17-Jul-1908,Cycling - Track Team Pursuit Men - Olympic Games 1908,2,S,"Rudolf Katzer (GER, 1888)",Germany,,,
17-Jul-1908,Cycling - Track Team Pursuit Men - Olympic Games 1908,2,S,"Hermann Martens (GER, 16 Apr 1877)",Germany,,31-092,
17-Jul-1908,Cycling - Track Team Pursuit Men - Olympic Games 1908,2,S,"Karl Neumer (GER, 23 Feb 1887)",Germany,,21-145,
15-Jul-1908,Cycling - Track 1 lap race Men - Olympic Games 1908,2,S,"Emile Demangel (FRA, 20 Jun 1882)",France,,26-025,
15-Jul-1908,Cycling - Track Tandem Men - Olympic Games 1908,2,S,Hamlin / Johnson,Great Britain,,21-198,
15-Jul-1908,Cycling - Track Tandem Men - Olympic Games 1908,2,S,"Tiny Johnson (GBR, 30 Dec 1886)",Great Britain,,21-198,
15-Jul-1908,Cycling - Track Tandem Men - Olympic Games 1908,2,S,Frederick Hamlin (GBR),Great Britain,,,
14-Jul-1908,Cycling - Track 20km Race Men - Olympic Games 1908,2,S,"Benjamin Jones (GBR, 30 Nov 1881)",Great Britain,,26-227,
05-Aug-1904,Cycling - Track 1 mile Race Men - Olympic Games 1904,2,S,"Burton Downing (USA, 05 Feb 1885)",United States,,19-182,2:41.6
05-Aug-1904,Cycling - Track 1/3 mile Race Men - Olympic Games 1904,2,S,"Burton Downing (USA, 05 Feb 1885)",United States,,19-182,43.8
05-Aug-1904,Cycling - Track 5 mile Race Men - Olympic Games 1904,2,S,"George Wiley (USA, 07 May 1881)",United States,,23-090,
05-Aug-1904,Cycling - Track 25 mile Race Men - Olympic Games 1904,2,S,Arthur F. Andrews (USA),United States,,,
03-Aug-1904,Cycling - Track 1/4 mile Race Men - Olympic Games 1904,2,S,"Burton Downing (USA, 05 Feb 1885)",United States,,19-180,
03-Aug-1904,Cycling - Track 2 mile Race Men - Olympic Games 1904,2,S,"Oscar Goerke (USA, 10 Jan 1883)",United States,,21-206,
02-Aug-1904,Cycling - Track 1/2 mile Race Men - Olympic Games 1904,2,S,"Edwin Billington (USA, 14 Jul 1882)",United States,,22-019,
15-Sep-1900,Cycling - Track 25km Race Men - Olympic Games 1900,2,S,Louis Hildebrand (FRA),France,,,28:09.4
15-Sep-1900,Cycling - Track Points Race Men - Olympic Games 1900,2,S,Karl Duill (GER),Germany,,,9
15-Sep-1900,Cycling - Track Sprint Men - Olympic Games 1900,2,S,"Fernand Sanz (FRA, 28 Feb 1881)",France,,19-199,
13-Apr-1896,Cycling - Track 12 hour Race Men - Olympic Games 1896,2,S,"Frank Keeping (GBR, 11 Aug 1867)",Great Britain,,28-246,294.946
11-Apr-1896,Cycling - Track 1 lap race Men - Olympic Games 1896,2,S,Stamatios Nikolopoulos (GRE),Greece,,,25.4
11-Apr-1896,Cycling - Track 10km Race Men - Olympic Games 1896,2,S,"Léon Flameng (FRA, 30 Apr 1877)",France,,18-347,17:54.8
11-Apr-1896,Cycling - Track Sprint Men - Olympic Games 1896,2,S,Stamatios Nikolopoulos (GRE),Greece,,,5:00.2
08-Apr-1896,Cycling - Track 100km Race Men - Olympic Games 1896,2,S,Georgios Kolettis (GRE),Greece,,,
